"Harmonised Standard";"link";"Low frequency";"High frequency";"Unit";"Application Term"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"39.5";"39.986";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"39.986";"40.02";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"40.02";"40.66";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"40.7";"40.98";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"40.98";"41.015";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"41.015";"42.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"42.0";"42.5";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"42.5";"44.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"44.0";"47.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"47.0";"50.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"50.0";"52.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"52.0";"68.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"68.0";"70.45";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"70.45";"74.8";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"75.2";"87.5";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"146.0";"148.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"148.0";"149.9";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"149.9";"150.05";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"150.05";"153.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"153.0";"154.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"154.0";"156.4875";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"156.8375";"157.1875";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"157.1875";"157.3375";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"157.3375";"161.7875";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"161.7875";"161.9375";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"161.9375";"161.9625";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"162.0375";"169.4";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"169.8125";"174.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"380.0";"385.0";"MHz";"PPDR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"385.0";"387.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"387.0";"390.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"390.0";"395.0";"MHz";"PPDR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"395.0";"399.9";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"406.1";"410.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"410.0";"420.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"420.0";"430.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"440.0";"450.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"450.0";"455.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"455.0";"456.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"456.0";"459.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"459.0";"460.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 303 039";"http://www.etsi.org/deliver/etsi_en/303000_303099/303039/02.01.02_60/en_303039v020102p.pdf";"460.0";"470.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"135.7";"137.8";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"472.0";"479.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"1810.0";"1850.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"1850.0";"2000.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"3500.0";"3800.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"5351.5";"5366.5";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"7000.0";"7100.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"7100.0";"7200.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"10100.0";"10150.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"14000.0";"14250.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"14250.0";"14350.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"18068.0";"18168.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"21000.0";"21450.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"24890.0";"24990.0";"kHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"28.0";"29.7";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"50.0";"52.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"68.0";"70.45";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"70.45";"74.8";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"144.0";"146.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"430.0";"432.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"432.0";"433.05";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"433.05";"434.79";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"434.79";"438.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"438.0";"440.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"1240.0";"1300.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"2300.0";"2400.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"2400.0";"2450.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"3400.0";"3600.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"5650.0";"5725.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"5725.0";"5830.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"5830.0";"5850.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"10000.0";"10400.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"10400.0";"10450.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"10450.0";"10500.0";"MHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"24.0";"24.05";"GHz";"Amateur ← Other"
"EN 301 783";"http://www.etsi.org/deliver/etsi_en/301700_301799/301783/02.01.01_60/en_301783v020101p.pdf";"24.05";"24.25";"GHz";"Amateur ← Other"
"EN 303 276";"http://www.etsi.org/deliver/etsi_en/303200_303299/303276/01.01.00_20/en_303276v010100a.pdf";"5850.0";"5925.0";"MHz";"MBR ← Other"
"EN 301 559";"http://www.etsi.org/deliver/etsi_en/301500_301599/301559/02.01.01_60/en_301559v020101p.pdf";"2483.5";"2500.0";"MHz";"Active medical implants ← Short Range Devices"
"EN 301 839";"http://www.etsi.org/deliver/etsi_en/301800_301899/301839/02.01.01_60/en_301839v020101p.pdf";"402.0";"403.0";"MHz";"Active medical implants ← Short Range Devices"
"EN 301 839";"http://www.etsi.org/deliver/etsi_en/301800_301899/301839/02.01.01_60/en_301839v020101p.pdf";"403.0";"406.0";"MHz";"Active medical implants ← Short Range Devices"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"30.01";"37.5";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"37.5";"38.25";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"38.25";"39.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"39.0";"39.5";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"39.5";"39.986";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"39.986";"40.02";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"40.02";"40.66";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"40.7";"40.98";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"40.98";"41.015";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"41.015";"42.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"42.0";"42.5";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"42.5";"44.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"44.0";"47.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"47.0";"50.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"50.0";"52.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"52.0";"68.0";"MHz";"PMR ← PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"68.0";"70.45";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"70.45";"74.8";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"75.2";"87.5";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"146.0";"148.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"148.0";"149.9";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"149.9";"150.05";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"150.05";"153.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"153.0";"154.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"154.0";"156.4875";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"156.8375";"157.1875";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"157.1875";"157.3375";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"157.3375";"161.7875";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"161.7875";"161.9375";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"161.9375";"161.9625";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"162.0375";"169.4";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"169.8125";"174.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"380.0";"385.0";"MHz";"PPDR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"385.0";"387.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"387.0";"390.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"390.0";"395.0";"MHz";"PPDR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"395.0";"399.9";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"406.1";"410.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"410.0";"420.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"420.0";"430.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"440.0";"450.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"450.0";"455.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"455.0";"456.0";"MHz";"PMR/PAMR ← Land mobile"
"EN 300 113";"http://www.etsi.org/deliver/etsi_en/300100_300199/300113/02.02.01_60/en_300113v020201p.pdf";"456.0";"459.0";"MHz";"PMR/PAMR ← Land mobile"
